wals_code,iso_code,glottocode,name,lat,lon,genus,family,subfamily
inn,ynd,yand1253,Innamincka,-27.75,140.75,Pama-Nyungan,Australian,__
inr,ikt,west2618,Inuktitut (Rankin Inlet),63.0,-92.0,Eskimo,Eskimo-Aleut,__
ins,ike,east2534,Inuktitut (Salluit),62.0,-76.0,Eskimo,Eskimo-Aleut,__
inu,esi,nort2943,Iñupiaq,67.0,-161.0,Eskimo,Eskimo-Aleut,__
ipi,ins,indi1237,Indo-Pakistani Sign Language (Indian dialects),24.0,80.0,Sign Languages,other,__
ipk,pks,paki1242,Indo-Pakistani Sign Language (Karachi dialect),28.0,68.0,Sign Languages,other,__
iql,ike,east2534,Inuktitut (Quebec-Labrador),62.0,-73.0,Eskimo,Eskimo-Aleut,__
iqu,iqu,iqui1243,Iquito,-3.25,-74.0,Zaparoan,Zaparoan,__
ird,gle,iris1253,Irish (Donegal),55.0,-8.0,Celtic,Indo-European,__
iri,gle,iris1253,Irish,53.0,-8.0,Celtic,Indo-European,__
irm,gle,iris1253,Irish (Munster),52.5,-9.0,Celtic,Indo-European,__
irq,irk,iraq1241,Iraqw,-4.0,35.5,Southern Cushitic,Afro-Asiatic,Cushitic
irr,irh,irar1238,Irarutu,-3.0,133.5,South Halmahera - West New Guinea,Austronesian,Eastern Malayo-Polynesian
irs,isg,iris1235,Irish Sign Language,53.5,-7.5,Sign Languages,other,__
irx,irn,iran1263,Iranxe,-13.0,-58.0,Iranxe,Iranxe,__
isa,ksi,kris1246,I'saka,-2.83333333333,141.283333333,Krisa,Skou,__
ise,its,isek1239,Isekiri,5.66666666667,5.5,Defoid,Niger-Congo,Benue-Congo
ish,sgl,sang1316,Ishkashmi,37.0,72.0,Iranian,Indo-European,__
isi,srl,isir1237,Isirawa,-1.83333333333,138.5,Kwerba,Kwerba,__
isl,_16,inte1259,International Sign,40.0,-170.0,Sign Languages,other,__
isn,isd,isna1241,Isnag,18.25,121.0,Northern Luzon,Austronesian,__
iso,iso,isok1239,Isoko,5.5,6.25,Edoid,Niger-Congo,Benue-Congo
iss,isr,isra1236,Israeli Sign Language,32.0,34.8333333333,Sign Languages,other,__
ita,ita,ital1282,Italian,43.0,12.0,Romance,Indo-European,__
itb,eml,emil1242,Italian (Bologna),44.5,11.3333333333,Romance,Indo-European,__
ite,itl,itel1242,Itelmen,57.0,157.5,Southern Chukotko-Kamchatkan,Chukotko-Kamchatkan,__
itg,lij,ligu1248,Italian (Genoa),44.4166666667,8.95,Romance,Indo-European,__
itn,nap,neap1235,Italian (Napolitanian),40.9166666667,14.25,Romance,Indo-European,__
ito,ito,iton1250,Itonama,-12.8333333333,-64.3333333333,Itonama,Itonama,__
itu,pms,piem1238,Italian (Turinese),45.0,7.66666666667,Romance,Indo-European,__
itw,itv,itaw1240,Itawis,17.75,121.5,Northern Luzon,Austronesian,__
itz,itz,itza1241,Itzaj,17.0,-89.8333333333,Mayan,Mayan,__
iva,ivv,ivat1242,Ivatan,20.5,122.0,Batanic,Austronesian,__
ivs,ivv,ivat1242,Ivatan (Southern),20.3333333333,121.833333333,Batanic,Austronesian,__
iwa,ibd,iwai1244,Iwaidja,-11.5,132.666666667,Iwaidjan,Australian,__
iwm,iwm,iwam1256,Iwam,-4.33333333333,142.0,Upper Sepik,Sepik,__
ixc,ixc,ixca1245,Ixcatec,17.8333333333,-97.1666666667,Popolocan,Oto-Manguean,__
ixi,ixi,ixil1250,Ixil,15.5,-91.0,Mayan,Mayan,__
izh,izh,ingr1248,Izhor,59.0,29.0,Finnic,Uralic,Finno-Ugric
izi,izi,izie1238,Izi,6.33333333333,8.0,Igboid,Niger-Congo,Benue-Congo
jab,jae,yabe1254,Jabêm,-6.58333333333,147.783333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
jad,bod,tibe1272,Jad,30.8333333333,79.0,Bodic,Sino-Tibetan,Tibeto-Burman
jah,jhi,jeha1242,Jahai,5.75,101.5,Aslian,Austro-Asiatic,Mon-Khmer
jak,jac,popt1235,Jakaltek,15.6666666667,-91.6666666667,Mayan,Mayan,__
jam,djd,djam1255,Jaminjung,-15.0833333333,130.5,Jaminjungan,Australian,__
jaq,jqr,jaqa1244,Jaqaru,-13.0,-76.0,Aymaran,Aymaran,__
jar,jar,jara1263,Jarawa (in Nigeria),9.5,10.5,Bantoid,Niger-Congo,Benue-Congo
jav,jav,java1254,Javanese,-7.0,111.0,Javanese,Austronesian,__
jbt,jbt,djeo1235,Jabutí,-12.25,-62.25,Jabutí,Jabutí,__
jcr,jam,jama1262,Jamaican Creole,18.1666666667,-77.25,Creoles and Pidgins,other,__
jeb,jeb,jebe1250,Jebero,-5.41666666667,-76.5,Cahuapanan,Cahuapanan,__
jeh,jeh,jehh1245,Jeh,15.1666666667,107.833333333,Bahnaric,Austro-Asiatic,Mon-Khmer
jel,_17,jeri1242,Jeli,9.5,-5.66666666667,Western Mande,Niger-Congo,__
jem,tow,jeme1245,Jemez,35.8333333333,-107.0,Kiowa-Tanoan,Kiowa-Tanoan,__
jia,jya,jiar1239,Jiarong,31.5,102.0,rGyalrong,Sino-Tibetan,Tibeto-Burman
jib,shv,sheh1240,Jibbali,17.5,55.0,Semitic,Afro-Asiatic,__
jin,jiu,jino1236,Jino,22.0,101.0,Burmese-Lolo,Sino-Tibetan,Tibeto-Burman
jiv,jiv,shua1257,Jivaro,-2.5,-78.0,Jivaroan,Jivaroan,__
jlu,lwo,luwo1239,Jur Luwo,8.0,28.0,Nilotic,Nilo-Saharan,Eastern Sudanic
jmm,jaa,jama1261,Jamamadi,-7.5,-67.0,Arauan,Arauan,__
jmo,bex,jurm1239,Jur Mödö,6.0,30.0,Bongo-Bagirmi,Nilo-Saharan,Central Sudanic
jms,djm,jams1239,Jamsay,14.4166666667,-2.5,Dogon,Niger-Congo,__
jng,kac,kach1280,Jingpho,25.4166666667,97.0,Jingpho,Sino-Tibetan,Tibeto-Burman
joh,_18,,Johari,30.6666666667,80.0,Bodic,Sino-Tibetan,Mande
jom,tlo,talo1250,Jomang,10.5833333333,30.5,Talodi Proper,Niger-Congo,Kordofanian
jpn,jpn,nucl1643,Japanese,37.0,140.0,Japanese,Japanese,__
jpr,jru,japr1238,Japreria,10.5,-73.0,Cariban,Cariban,__
jrn,jur,juru1256,Juruna,-5.0,-54.5,Tupi-Guaraní,Tupian,__
jrw,anq,jara1245,Jarawa (in Andamans),12.0,92.5833333333,South Andamanese,South Andamanese,__
jua,_19,,Juat,-31.0,115.5,Pama-Nyungan,Australian,Tibeto-Burman
jug,nst,tase1235,Jugli,27.5,96.3333333333,Northern Naga,Sino-Tibetan,Tibeto-Burman
juh,ktz,juho1239,Ju|'hoan,-19.0,21.0,Northern Khoisan,Khoisan,__
juk,jbu,juku1254,Jukun,6.91666666667,10.4166666667,Platoid,Niger-Congo,Benue-Congo
jum,jua,juma1249,Júma,-7.5,-64.0,Tupi-Guaraní,Tupian,__
jun,jun,juan1238,Juang,21.3333333333,86.0,Munda,Austro-Asiatic,__
jur,juc,jurc1239,Jurchen,47.0,130.0,Tungusic,Altaic,__
jva,kpj,kara1500,Javaé,-10.0,-50.3333333333,Karajá,Macro-Ge,__
jwr,jaa,jama1261,Jarawara,-7.5,-65.5,Arauan,Arauan,__
kaa,arr,karo1305,Karó (Arára),-10.3333333333,-62.0,Ramarama,Tupian,__
kab,kbd,kaba1278,Kabardian,43.5,43.5,Northwest Caucasian,Northwest Caucasian,__
kac,xac,kach1279,Kachari,26.5,91.0,Bodo-Garo,Sino-Tibetan,Tibeto-Burman
kad,xtc,katc1249,Kadugli,11.0,29.6666666667,Kadugli,Kadugli,__
kae,tbd,kaki1249,Kaki Ae,-8.0,145.833333333,Tate,Eleman,__
kag,kge,kome1238,Kayu Agung,-3.16666666667,104.916666667,Lampungic,Austronesian,__
kai,kct,kaia1245,Kaian,-4.08333333333,144.75,Lower Ramu,Lower Sepik-Ramu,__
kaj,bpp,kaur1271,Kaure,-3.41666666667,140.083333333,Kaure,Kaure,__
kak,kbq,kama1370,Kamano-Kafe,-6.25,145.666666667,Eastern Highlands,Trans-New Guinea,__
kal,gwc,kala1373,Kalami,35.5,72.5,Indic,Indo-European,__
kam,xbr,kamb1299,Kambera,-9.83333333333,120.166666667,Central Malayo-Polynesian,Austronesian,__
kan,ogo,khan1278,Kana,4.75,7.41666666667,Cross River,Niger-Congo,Benue-Congo
kao,kyj,kara1487,Karao,16.5,120.833333333,Northern Luzon,Austronesian,__
kap,kcl,kela1255,Kela (Apoze),-7.41666666667,147.083333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
kaq,_20,kaur1267,Kaurna,-34.25,138.5,Pama-Nyungan,Australian,__
kar,kah,kara1482,Kara (in Central African Republic),10.0,23.0,Bongo-Bagirmi,Nilo-Saharan,Central Sudanic
kas,kas,kash1277,Kashmiri,34.0,76.0,Indic,Indo-European,__
kat,kmg,kate1253,Kâte,-6.5,147.75,Finisterre-Huon,Trans-New Guinea,__
kau,pss,kaul1240,Kaulong,-6.16666666667,149.666666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
kaw,kgk,kaiw1246,Kaiwá,-23.0,-55.0,Tupi-Guaraní,Tupian,__
kay,gyd,kaya1319,Kayardild,-17.05,139.5,Tangkic,Australian,__
kaz,kaz,kaza1248,Kazakh,50.0,70.0,Turkic,Altaic,__
kba,kam,kamb1297,Kamba,-1.5,38.0,Bantoid,Niger-Congo,Benue-Congo
kbi,nkf,inpu1234,Kabui,24.8333333333,94.0,Kuki-Chin,Sino-Tibetan,Tibeto-Burman
kbl,kab,kaby1243,Kabyle,36.5,5.0,Berber,Afro-Asiatic,__
kbo,kbx,apma1241,Kambot,-4.25,144.133333333,Botin,Lower Sepik-Ramu,__
kbr,kys,bara1370,Kayan (Baram),3.5,114.5,North Borneo,Austronesian,__
kbt,xkp,kaba1276,Kabatei,36.75,49.4166666667,Iranian,Indo-European,__
kbu,kbl,kane1243,Kanembu,14.0,15.0,Western Saharan,Nilo-Saharan,Saharan
kbw,bwe,bwek1238,Karen (Bwe),19.5,97.0,Karen,Sino-Tibetan,Tibeto-Burman
kby,kbp,kabi1261,Kabiyé,9.66666666667,1.16666666667,Gur,Niger-Congo,__
kch,khq,koyr1240,Koyra Chiini,17.0,-3.0,Songhay,Nilo-Saharan,__
kda,kfc,kond1295,Konda,19.5,83.0,South-Central Dravidian,Dravidian,__
kdg,kuq,kari1317,Karipuna do Guapore,-10.0,-65.0,Panoan,Panoan,__
kdw,kbc,kadi1248,Kadiwéu,-20.0,-57.0,Guaicuruan,Guaicuruan,__
kdz,kzj,coas1294,Kadazan,5.91666666667,117.166666667,North Borneo,Austronesian,__
kea,kjb,qanj1241,Kanjobal (Eastern),15.3333333333,-91.6666666667,Mayan,Mayan,__
ked,ksx,keda1252,Kedang,-8.25,123.75,Central Malayo-Polynesian,Austronesian,__
kef,kbr,kafa1242,Kefa,7.25,36.25,South Omotic,Afro-Asiatic,Omotic
kei,kei,keii1239,Kei,-5.83333333333,132.916666667,Central Malayo-Polynesian,Austronesian,__
kek,kek,kekc1242,K'ekchí,16.0,-89.8333333333,Mayan,Mayan,__
kel,sbc,kele1258,Kele,-2.08333333333,147.083333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
kem,ahg,qima1242,Kemant,12.6666666667,37.4166666667,Central Cushitic,Afro-Asiatic,Cushitic
ken,kyq,keng1240,Kenga,12.0,18.0,Bongo-Bagirmi,Nilo-Saharan,Central Sudanic
keo,xxk,keoo1238,Ke'o,-8.83333333333,121.25,Central Malayo-Polynesian,Austronesian,__
ker,ker,kera1255,Kera,9.83333333333,15.0833333333,East Chadic,Afro-Asiatic,Chadic
ket,ket,kett1243,Ket,64.0,87.0,Yeniseian,Yeniseian,__
keu,_21,,Kenyah (Uma' Lung),3.0,115.833333333,North Borneo,Austronesian,__
kew,kew,kewa1250,Kewa,-6.5,143.833333333,Engan,Trans-New Guinea,__
kfc,_22,,Kriol (Fitzroy Crossing),-18.1666666667,125.583333333,Creoles and Pidgins,other,__
kfe,kfz,koro1298,Koromfe,14.25,-0.916666666667,Gur,Niger-Congo,__
kfy,kir,kirg1245,Kirghiz (Fu-Yu),47.75,124.416666667,Turkic,Altaic,__
kga,zga,nucl1379,Kinga,-9.0,34.0,Bantoid,Niger-Congo,Benue-Congo
kgi,cou,wame1240,Konyagi,12.5,-13.25,Northern Atlantic,Niger-Congo,Atlantic
kgl,ubu,umbu1258,Umbu Ungu,-6.0,144.0,Chimbu,Trans-New Guinea,__
kgm,kdm,kago1247,Kagoma,9.25,8.16666666667,Platoid,Niger-Congo,Benue-Congo
kgr,kki,kagu1239,Kagulu,-6.33333333333,37.0,Bantoid,Niger-Congo,Benue-Congo
kgt,ikt,west2618,Kangiryuarmiut,68.3333333333,-133.75,Eskimo,Eskimo-Aleut,__
kgu,ktg,kalk1246,Kalkatungu,-21.0,139.5,Pama-Nyungan,Australian,__
kgy,kgy,kyer1238,Kyirong,28.4166666667,85.3333333333,Bodic,Sino-Tibetan,Tibeto-Burman
kgz,kir,kirg1245,Kirghiz,42.0,75.0,Turkic,Altaic,__
kha,khk,halh1238,Khalkha,47.0,105.0,Mongolic,Altaic,__
khd,khg,kham1282,Kham (Dege),31.8333333333,98.5833333333,Bodic,Sino-Tibetan,Tibeto-Burman
khg,klr,khal1275,Khaling,27.5,86.6666666667,Mahakiranti,Sino-Tibetan,Tibeto-Burman
khi,kjj,khin1240,Khinalug,41.1666666667,48.0833333333,Lezgic,Nakh-Daghestanian,Daghestanian
khk,kjh,khak1248,Khakas,53.0,90.0,Turkic,Altaic,__
khl,klj,turk1303,Khalaj,35.0,50.0,Turkic,Altaic,__
khm,khm,cent1989,Khmer,12.5,105.0,Khmer,Austro-Asiatic,Mon-Khmer
khn,kkh,khun1259,Khün,21.0,100.0,Kam-Tai,Tai-Kadai,__
kho,naq,nama1264,Khoekhoe,-25.5,18.0,Central Khoisan,Khoisan,__
khr,khr,khar1287,Kharia,22.5,84.3333333333,Munda,Austro-Asiatic,__
khs,kha,khas1269,Khasi,25.5,92.0,Khasian,Austro-Asiatic,Mon-Khmer
khu,cnk,khum1248,Khumi,21.9166666667,92.4166666667,Kuki-Chin,Sino-Tibetan,Tibeto-Burman
khv,khv,khva1239,Khvarshi,42.25,46.1666666667,Avar-Andic-Tsezic,Nakh-Daghestanian,Daghestanian
khw,khw,khow1242,Khowar,36.0,72.0,Indic,Indo-European,__
kic,kic,kick1244,Kickapoo,42.25,-84.0,Algonquian,Algic,__
kie,geb,kire1240,Kire,-4.25,144.75,Mikarew,Lower Sepik-Ramu,__
kij,gia,kitj1240,Kitja,-17.5,127.75,Djeragan,Australian,__
kik,kik,kiku1240,Kikuyu,-0.75,36.75,Bantoid,Niger-Congo,Benue-Congo
kil,lub,luba1250,Kiluba,-8.0,26.0,Bantoid,Niger-Congo,Benue-Congo
kim,kig,kima1246,Kimaghama,-8.0,138.5,Kolopom,Kolopom,__
kin,kin,kiny1244,Kinyarwanda,-2.0,30.0,Bantoid,Niger-Congo,Benue-Congo
kio,kio,kiow1266,Kiowa,37.0,-99.0,Kiowa-Tanoan,Kiowa-Tanoan,__
kiq,xal,kalm1243,Kalmyk (Issyk-Kul),42.4166666667,78.3333333333,Mongolic,Altaic,__
kir,cme,cerm1238,Kirma,10.25,-4.83333333333,Gur,Niger-Congo,__
kis,kqs,kiss1245,Kisi,8.83333333333,-10.1666666667,Mel,Niger-Congo,Atlantic
kit,kii,kits1249,Kitsai,31.8333333333,-96.5,Caddoan,Caddoan,__
kiu,kvd,kuii1253,Kui (in Indonesia),-8.43333333333,124.55,Greater Alor,Timor-Alor-Pantar,__
kiw,kiw,nort2930,Kiwai,-8.0,143.5,Kiwaian,Kiwaian,__
kje,coe,kore1283,Koreguaje,1.0,-75.5,Tucanoan,Tucanoan,__
kji,kmr,nort2641,Kurmanji,38.0,42.0,Iranian,Indo-European,__
kjn,kjn,kunj1245,Kunjen,-16.5,142.5,Pama-Nyungan,Australian,__
kjo,kjc,coas1295,Konjo,-5.46666666667,120.333333333,South Sulawesi,Austronesian,__
kjr,kqy,koor1239,Koorete,5.83333333333,37.8333333333,North Omotic,Afro-Asiatic,Omotic
kkb,xon,konk1269,Konkomba,10.0,0.0833333333333,Gur,Niger-Congo,__
kkl,bqy,beng1239,Kata Kolok,-8.25,115.166666667,Sign Languages,other,__
kkn,knn,konk1267,Konkani,15.25,74.0,Indic,Indo-European,__
kko,knk,kura1250,Koranko,9.33333333333,-11.25,Western Mande,Niger-Congo,Mande
kkp,kaa,kara1467,Karakalpak,43.0,60.0,Turkic,Altaic,__
kkq,kui,kuik1246,Kuikúro,-12.4166666667,-53.0833333333,Cariban,Cariban,__
kkr,kiy,kiri1256,Kirikiri,-3.0,137.166666667,Lakes Plain,Lakes Plain,__
kkt,kkk,koko1269,Kokota,-8.0,159.133333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
kku,kfq,kork1243,Korku,22.5,78.5,Munda,Austro-Asiatic,__
kkv,khl,lusi1240,Lusi,-5.58333333333,149.666666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
kkw,zkk,kara1289,Karankawa,28.0,-97.0,Karankawa,Karankawa,__
kky,kne,kank1243,Kankanay,16.75,120.583333333,Northern Luzon,Austronesian,__
kkz,kex,kukn1238,Kokni,20.75,73.5,Indic,Indo-European,__
kla,klu,klao1243,Klao,4.75,-8.75,Kru,Niger-Congo,__
klb,hbb,huba1236,Kilba,10.3333333333,13.1666666667,Biu-Mandara,Afro-Asiatic,Chadic
klg,kle,kulu1253,Kulung,27.5,87.0,Mahakiranti,Sino-Tibetan,Tibeto-Burman
klh,kls,kala1372,Kalasha,35.0,72.0,Indic,Indo-European,__
kli,lew,ledo1238,Kaili,-1.16666666667,120.0,Celebic,Austronesian,__
klk,xuo,kuoo1238,Koh (Lakka),8.0,15.5,Adamawa,Niger-Congo,Adamawa-Ubangi
kll,bco,kalu1248,Kaluli,-6.5,142.75,Bosavi,Bosavi,__
klm,kla,klam1254,Klamath,42.5,-121.5,Klamath-Modoc,Penutian,__
kln,kvw,wers1238,Kolana,-8.25,125.116666667,Kolana-Tanglapui,Timor-Alor-Pantar,__
klp,kyl,kala1400,Kalapuya,44.5,-123.0,Kalapuyan,Kalapuyan,__
klq,kmh,kala1397,Kalam,-5.25,144.583333333,Madang,Trans-New Guinea,__
klr,shm,shah1254,Koluri,37.0,48.0,Iranian,Indo-European,__
kls,fla,kali1308,Kalispel,48.0,-117.0,Interior Salish,Salishan,__
klt,kzi,kela1258,Kelabit,3.66666666667,115.416666667,North Borneo,Austronesian,__
klv,kij,kili1267,Kilivila,-8.5,151.083333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
klw,klb,kili1268,Kiliwa,31.3333333333,-115.666666667,Yuman,Hokan,__
kly,mwp,kala1377,Kala Lagaw Ya,-10.1166666667,142.116666667,Pama-Nyungan,Australian,__
klz,kck,kala1384,Kalanga,-20.5,27.5,Bantoid,Niger-Congo,Benue-Congo
kma,kay,kama1373,Kamaiurá,-12.0833333333,-52.5833333333,Tupi-Guaraní,Tupian,__
kmb,tyn,ndei1235,Kombai,-5.58333333333,140.0,Awju-Dumut,Trans-New Guinea,__
kmh,kgj,gama1251,Kham,28.5,82.75,Mahakiranti,Sino-Tibetan,Tibeto-Burman
kmi,kcu,kami1256,Kami,-6.75,38.0,Bantoid,Niger-Congo,Benue-Congo
kmj,kdj,kara1483,Karimojong,3.0,34.1666666667,Nilotic,Nilo-Saharan,Eastern Sudanic
kmk,xal,kalm1243,Kalmyk,44.0,83.0,Mongolic,Altaic,__
kmn,kue,kuma1280,Kuman,-5.91666666667,145.0,Chimbu,Trans-New Guinea,__
kmo,kpx,moun1252,Koiali (Mountain),-9.0,147.5,Koiarian,Trans-New Guinea,__
kmp,kup,kuni1267,Kunimaipa,-8.0,146.833333333,Goilalan,Trans-New Guinea,__
kmr,kgq,kamo1255,Kamoro,-4.33333333333,136.0,Asmat-Kamoro,Trans-New Guinea,__
kms,xas,kama1351,Kamass,52.0,92.0,Samoyedic,Uralic,__
kmt,kmt,kemt1242,Kemtuik,-2.66666666667,140.333333333,Nimboran,Nimboran,__
kmu,kjg,khmu1256,Khmu',21.0,102.0,Palaung-Khmuic,Austro-Asiatic,Mon-Khmer
kmw,xmu,kamu1258,Kamu,-13.5833333333,130.833333333,Eastern Daly,Australian,Daly
kmz,kms,kama1367,Kamasau,-3.91666666667,143.666666667,Marienberg,Torricelli,__
kna,ktn,kari1311,Karitiâna,-9.5,-64.0,Arikem,Tupian,__
knb,khd,badi1247,Kanum (Bädi),-8.83333333333,140.75,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,__
knc,uwa,kuku1280,Kugu Nganhcara,-14.4166666667,142.0,Pama-Nyungan,Australian,__
knd,kan,nucl1305,Kannada,14.0,76.0,Southern Dravidian,Dravidian,__
kng,kgp,kain1272,Kaingang,-26.0,-52.0,Ge-Kaingang,Macro-Ge,__
kni,kma,konn1242,Konni,10.25,-1.58333333333,Gur,Niger-Congo,__
knk,kna,dera1248,Kanakuru,10.0,12.0,West Chadic,Afro-Asiatic,Chadic
knm,kun,kuna1268,Kunama,14.5,37.0,Kunama,Nilo-Saharan,__
knn,kfk,kinn1249,Kinnauri,31.5,78.0,Bodic,Sino-Tibetan,Tibeto-Burman
kno,_23,kano1245,Kanoê,-13.25,-61.0,Kapixana,Kapixana,__
knp,kcd,ngka1235,Kanum (Ngkâlmpw),-8.66666666667,140.916666667,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,__
knq,rop,krio1252,Kriol (Ngukurr),-14.8333333333,135.0,Creoles and Pidgins,other,__
knr,knc,cent2050,Kanuri,12.0,13.0,Western Saharan,Nilo-Saharan,Saharan
knu,kyx,rapo1238,Konua,-5.83333333333,154.833333333,West Bougainville,West Bougainville,__
knw,mjd,nort2951,Konkow,39.5,-121.5,Maiduan,Penutian,__
knz,khg,kham1282,Kham (Tibetan) (Nangchen),32.5,96.5,Bodic,Sino-Tibetan,Tibeto-Burman
koa,cku,koas1236,Koasati,34.8333333333,-85.1666666667,Muskogean,Muskogean,__
kob,kpw,kobo1249,Kobon,-5.16666666667,144.333333333,Madang,Trans-New Guinea,__
kod,kfa,koda1255,Kodava,12.1666666667,76.8333333333,Southern Dravidian,Dravidian,__
koe,xwg,kweg1241,Koegu,7.0,36.0833333333,Surmic,Nilo-Saharan,Eastern Sudanic
koh,bcs,kohu1244,Kohumono,6.0,8.11666666667,Cross River,Niger-Congo,Benue-Congo
koi,kbk,gras1249,Koiari,-9.5,147.333333333,Koiarian,Trans-New Guinea,__
kok,trp,kokb1239,Kokborok,24.3333333333,92.5,Bodo-Garo,Sino-Tibetan,Tibeto-Burman
kol,kfb,kola1242,Kolami,20.0,78.5,Central Dravidian,Dravidian,__
kom,xom,komo1258,Komo,8.75,33.75,Koman,Nilo-Saharan,__
kon,kng,koon1244,Kongo,-5.0,15.0,Bantoid,Niger-Congo,Benue-Congo
koo,kvv,kola1285,Kola,-5.5,134.5,Central Malayo-Polynesian,Austronesian,__
kop,koi,komi1269,Komi-Permyak,59.5,54.5,Permic,Uralic,Finno-Ugric
kor,kor,kore1280,Korean,37.5,128.0,Korean,Korean,__
kos,kos,kosr1238,Kosraean,5.3,163.0,Oceanic,Austronesian,Eastern Malayo-Polynesian
kot,kfe,kota1263,Kota,11.5,77.1666666667,Southern Dravidian,Dravidian,__
kou,bkm,komc1235,Kom,6.25,10.3333333333,Bantoid,Niger-Congo,Benue-Congo
kow,kst,winy1241,Ko (Winye),11.8666666667,-2.91666666667,Gur,Niger-Congo,__
koy,kff,koya1251,Koya,17.5,81.3333333333,South-Central Dravidian,Dravidian,__
kpa,kpk,kpan1246,Kpan,7.58333333333,10.1666666667,Platoid,Niger-Congo,Benue-Congo
kpe,xpe,libe1247,Kpelle,7.0,-10.0,Western Mande,Niger-Congo,Mande
kpm,pam,pamp1243,Kapampangan,15.3333333333,120.5,Central Luzon,Austronesian,__
kpn,kpg,kapi1249,Kapingamarangi,1.05,154.75,Oceanic,Austronesian,Eastern Malayo-Polynesian
kpo,kpo,ikpo1238,Kposo,7.5,0.833333333333,Kwa,Niger-Congo,__
kpw,kjp,east2341,Karen (Pwo),13.0,99.1666666667,Karen,Sino-Tibetan,Tibeto-Burman
kqq,kqq,kren1239,Krenak,-15.5,-41.0,Botocudo,Macro-Ge,__
kra,leu,kara1486,Kara (in Papua New Guinea),-2.83333333333,151.116666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
krb,gil,gilb1244,Kiribati,1.33333333333,173.0,Oceanic,Austronesian,Eastern Malayo-Polynesian
krc,krc,kara1465,Karachay-Balkar,43.5,42.0,Turkic,Altaic,__
krd,kmr,nort2641,Kurdish (Central),36.0,44.0,Iranian,Indo-European,__
kre,krs,gbay1288,Kresh,8.5,24.5,Kresh,Nilo-Saharan,Central Sudanic
krf,kpr,kora1294,Korafe,-9.05,149.083333333,Binanderean,Trans-New Guinea,__
krg,sna,shon1251,Karanga,-20.0,31.0,Bantoid,Niger-Congo,Benue-Congo
krh,xra,krah1246,Krahô,-8.0,-48.0,Ge-Kaingang,Macro-Ge,__
kri,kzw,kari1255,Kipea,-10.0,-37.0,Kariri,Kariri,__
krj,gbd,kara1476,Karadjeri,-19.0,122.0,Pama-Nyungan,Australian,__
krk,kyh,karo1304,Karok,41.6666666667,-123.0,Karok,Karok,__
krl,krl,kare1335,Karelian,64.0,32.0,Finnic,Uralic,Finno-Ugric
krm,kdr,kara1464,Karaim,54.6666666667,24.9166666667,Turkic,Altaic,__
krn,kqz,kora1292,Korana,-29.5,20.5,Central Khoisan,Khoisan,__
kro,kgo,kron1241,Krongo,10.5,30.0,Kadugli,Kadugli,__
krq,krk,kere1280,Kerek,62.25,175.0,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,__
krr,kxa,kair1263,Kairiru,-3.33333333333,143.583333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
krt,kpt,kara1474,Karata,42.5833333333,46.3333333333,Avar-Andic-Tsezic,Nakh-Daghestanian,Daghestanian
krw,khe,koro1312,Korowai,-5.25,140.0,Awju-Dumut,Trans-New Guinea,__
kry,kpy,kory1246,Koryak,61.0,167.0,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,__
krz,kry,kryt1240,Kryz,41.0833333333,48.0,Lezgic,Nakh-Daghestanian,Daghestanian
ksa,kee,east1472,Keresan (Santa Ana),35.4166666667,-106.666666667,Keresan,Keresan,__
kse,ses,koyr1242,Koyraboro Senni,16.0,0.0,Songhay,Nilo-Saharan,__
ksg,ksw,sgaw1245,Karen (Sgaw),18.0,97.0,Karen,Sino-Tibetan,Tibeto-Burman
ksh,kju,kash1280,Kashaya,38.6666666667,-123.333333333,Pomoan,Hokan,__
ksi,puo,puoc1238,Ksingmul,21.0833333333,104.0,Palaung-Khmuic,Austro-Asiatic,Mon-Khmer
ksl,xki,keny1241,Kenyan Sign Language,0.0,38.0,Sign Languages,other,__
ksm,xsm,kase1253,Kasem,11.25,-1.25,Gur,Niger-Congo,__
ksn,_24,suoy1242,Kasong,12.75,102.116666667,Pearic,Austro-Asiatic,__
ksp,kia,kimm1246,Kosop,9.91666666667,15.9166666667,Adamawa,Niger-Congo,Adamawa-Ubangi
ksr,kje,kisa1266,Kisar,-8.08333333333,127.116666667,Central Malayo-Polynesian,Austronesian,__
kss,kss,sout2778,Kisi (Southern),8.5,-10.25,Mel,Niger-Congo,Atlantic
ksu,csb,kash1274,Kashubian,54.0,18.0,Slavic,Indo-European,__
kta,kqi,koit1244,Koita,-9.33333333333,147.083333333,Koiarian,Trans-New Guinea,__
