"lab.name","lab.genus","lab.family","lab.subfamily","lab.lat","lab.lon","lab.iso"
"Belorussian","Slavic","Indo-European","__","54","28","'bel'"
"Tabaru","North Halmaheran","West Papuan","__","1.5","127.25","'tby'"
"Bilin","Central Cushitic","Afro-Asiatic","Cushitic","15.75","38.5","'byn'"
"Balantak","Sulawesi","Austronesian","__","-0.833333333333","123.25","'blz'"
"Baale","Surmic","Nilo-Saharan","Eastern Sudanic","6.5","34.5","'koe'"
"Baule","Kwa","Niger-Congo","__","7","-5","'bci'"
"Balangao","Northern Philippines","Austronesian","__","17.1666666667","121.166666667","'blw'"
"Blackfoot","Algonquian","Algic","__","50","-112.666666667","'bla'"
"Baluchi","Iranian","Indo-European","__","28","62","'bgp'"
"Romani (Lovari)","Indic","Indo-European","__","47","21.5","'rmy'"
"Orya","Orya","Tor-Orya","__","-2.75","139.833333333","'ury'"
"Lampung","Lampungic","Austronesian","__","-5","105","'ljp'"
"Oromo (Waata)","Eastern Cushitic","Afro-Asiatic","Cushitic","-3.33333333333","39.8333333333","'ssn'"
"Lamen","Oceanic","Austronesian","Eastern Malayo-Polynesian","-16.5833333333","168.166666667","'lmu'"
"Lamaholot","Central Malayo-Polynesian","Austronesian","__","-8.25","122.916666667","'slp'"
"Orokaiva","Binanderean","Trans-New Guinea","__","-8.83333333333","148.25","'okv'"
"Orokolo","Eleman Proper","Eleman","__","-7.83333333333","145.333333333","'oro'"
"Makonde","Bantoid","Niger-Congo","Benue-Congo","-11","40","'kde'"
"Limilngan","Limilngan","Australian","__","-12.5","131.916666667","'lmc'"
"Orok","Tungusic","Altaic","__","49.5","143.5","'oaa'"
"Lamani","Indic","Indo-European","__","17","77","'lmn'"
"Orig","Rashad","Niger-Congo","Kordofanian","12.1666666667","30.8333333333","'ras'"
"Loma","Western Mande","Niger-Congo","Mande","8","-9.5","'lom'"
"Lamba","Bantoid","Niger-Congo","Benue-Congo","-13","28","'lam'"
"Orejn","Tucanoan","Tucanoan","__","-2.83333333333","-72.5","'ore'"
"Oromo (Boraana)","Eastern Cushitic","Afro-Asiatic","Cushitic","4.5","38.5","'gax'"
"Oroch","Tungusic","Altaic","__","50.3333333333","137.5","'oac'"
"Lamang","Biu-Mandara","Afro-Asiatic","Chadic","11.25","13.5833333333","'hia'"
"Jarawara","Arauan","Arauan","__","-7.5","-65.5","'jaa'"
"Yurok","Yurok","Algic","__","41.3333333333","-124","'yur'"
"Yuwaalaraay","Pama-Nyungan","Australian","__","-29.5","148","'kld'"
"Shambala","Bantoid","Niger-Congo","Benue-Congo","-4.25","38.25","'ksb'"
"Yukulta","Tangkic","Australian","__","-17.3333333333","138.833333333","'gcd'"
"Yulu","Bongo-Bagirmi","Nilo-Saharan","Central Sudanic","8.5","25.25","'yul'"
"Mankanya","Northern Atlantic","Niger-Congo","Atlantic","12.0833333333","-15.9166666667","'knf'"
"Yuchi","Yuchi","Yuchi","__","35.75","-86.75","'yuc'"
"Yugh","Yeniseian","Yeniseian","__","61","90","'yuu'"
"Saami (Kildin)","Saami","Uralic","Finno-Ugric","67","37","'sjd'"
"Zande","Ubangi","Niger-Congo","Adamawa-Ubangi","4","26","'zne'"
"Zapotec (Mixtepec)","Zapotecan","Oto-Manguean","__","16.3333333333","-96.3333333333","'zpm'"
"Onondaga","Northern Iroquoian","Iroquoian","__","42.75","-76.1666666667","'ono'"
"Ono","Finisterre-Huon","Trans-New Guinea","__","-6.16666666667","147.583333333","'ons'"
"Zapotec (Isthmus)","Zapotecan","Oto-Manguean","__","16.416667","-95","'zai'"
"Beria","Eastern Saharan","Nilo-Saharan","Saharan","16","23","'zag'"
"Onge","South Andamanese","South Andamanese","__","10.75","92.4166666667","'oon'"
"Oneida","Northern Iroquoian","Iroquoian","__","43","-75.6666666667","'one'"
"One","West Wapei","Torricelli","__","-3.25","141.916666667","'aun'"
"Zazaki","Iranian","Indo-European","__","39","41","'diq'"
"Zayse","North Omotic","Afro-Asiatic","Omotic","5.91666666667","37.3333333333","'zay'"
"Zarma","Songhay","Nilo-Saharan","__","13.8333333333","2.16666666667","'dje'"
"Zapotec (Mitla)","Zapotecan","Oto-Manguean","__","16.8","-96.25","'zaw'"
"Zapotec (Quiegolani)","Zapotecan","Oto-Manguean","__","16.1666666667","-96.0833333333","'zpi'"
"Yidiny","Pama-Nyungan","Australian","__","-17","145.75","'yii'"
"Yimas","Lower Sepik","Lower Sepik-Ramu","__","-4.66666666667","143.55","'yee'"
"Yil","Wapei-Palei","Torricelli","__","-3.53333333333","142.15","'yll'"
"Upper Kuskokwim","Athapaskan","Na-Dene","__","63","-157","'kuu'"
"Yindjibarndi","Pama-Nyungan","Australian","__","-21.75","117.916666667","'yij'"
"Iaai","Oceanic","Austronesian","Eastern Malayo-Polynesian","-20.4166666667","166.583333333","'iai'"
"Ukrainian","Slavic","Indo-European","__","49","33","'ukr'"
"Yir Yiront","Pama-Nyungan","Australian","__","-14.8333333333","141.833333333","'yiy'"
"Iau","Lakes Plain","Lakes Plain","__","-3.16666666667","137.5","'tmu'"
"Iatmul","Middle Sepik","Sepik","__","-4.25","143.25","'ian'"
"Fula (Mauritanian)","Northern Atlantic","Niger-Congo","Atlantic","16.5","-13.75","'fuc'"
"Panyjima","Pama-Nyungan","Australian","__","-22.8333333333","118.416666667","'pnw'"
"Panar","Ge-Kaingang","Macro-Ge","__","-10","-55","'kre'"
"Mopan","Mayan","Mayan","__","16.5833333333","-88.6666666667","'mop'"
"Hua","Eastern Highlands","Trans-New Guinea","__","-6.33333333333","145.333333333","'ygr'"
"=|Hoan","=|Hoan","Khoisan","__","-25.5","25","'huc'"
"Huitoto (Murui)","Huitoto","Huitotoan","__","-1","-73.5","'huu'"
"Hungarian","Ugric","Uralic","Finno-Ugric","47","20","'hun'"
"Panare","Cariban","Cariban","__","6.5","-66","'pbh'"
"Punu","Hmong-Mien","Hmong-Mien","__","24","107","'buh'"
"Huichol","Corachol","Uto-Aztecan","__","22","-104","'hch'"
"Hupa","Athapaskan","Na-Dene","__","41.0833333333","-123.666666667","'hup'"
"Paiute (Northern)","Numic","Uto-Aztecan","__","42","-118","'pao'"
"Pangasinan","Northern Philippines","Austronesian","__","15.9166666667","120.333333333","'pag'"
"Pamona","Sulawesi","Austronesian","__","-1.75","120.833333333","'pmf'"
"Waunana","Choco","Choco","__","4","-77","'noa'"
"Pangwa","Bantoid","Niger-Congo","Benue-Congo","-10","34.75","'pbr'"
"Watjarri","Pama-Nyungan","Australian","__","-26","117.5","'wbv'"
"Zapotec (San Lucas Quiavin)","Zapotecan","Oto-Manguean","__","16.9","-96.4666666667","'zab'"
"Koya","South-Central Dravidian","Dravidian","__","17.5","81.3333333333","'kff'"
"Zulu (Southern)","Bantoid","Niger-Congo","Benue-Congo","-31","30","'zul'"
"Pare","Bantoid","Niger-Congo","Benue-Congo","-4","36.5","'asa'"
"Anm","Anm","Anm","__","-5.58333333333","149.083333333","'anz'"
"Anggor","Senagi","Senagi","__","-3.75","141.166666667","'agg'"
"Prasuni","Indic","Indo-European","__","35.5","71","'prn'"
"Araona","Tacanan","Tacanan","__","-12.3333333333","-67.75","'aro'"
"Parecis","Arawakan","Arawakan","__","-14","-57","'pab'"
"Angas","West Chadic","Afro-Asiatic","Chadic","9.5","9.5","'anc'"
"Arabic (North Levantine Spoken)","Semitic","Afro-Asiatic","__","33.75","36","'apc'"
"Sa'ban","Northwest Malayo-Polynesian","Austronesian","__","3.66666666667","115.666666667","'snv'"
"Anindilyakwa","Anindilyakwa","Australian","Gunwinyguan","-14","136.5","'aoi'"
"Anong","Nungish","Sino-Tibetan","Tibeto-Burman","27.3333333333","98.75","'nun'"
"Prncipense","Creoles and Pidgins","other","__","1.61666666667","7.36666666667","'pre'"
"//Ani","Central Khoisan","Khoisan","__","-18.9166666667","21.9166666667","'hnh'"
"Anejom","Oceanic","Austronesian","Eastern Malayo-Polynesian","-20.2","169.8","'aty'"
"Angaatiha","Angan","Trans-New Guinea","__","-7.21666666667","146.25","'agm'"
"Anufo","Kwa","Niger-Congo","__","10.0833333333","0.25","'cko'"
"Sayultec","Mixe-Zoque","Mixe-Zoque","__","17.8333333333","-95","'pos'"
"Wan","Eastern Mande","Niger-Congo","Mande","7.83333333333","-5.86666666667","'wan'"
"Persian","Iranian","Indo-European","__","32","54","'pes'"
"Sare","Sepik Hill","Sepik","__","-4.5","143.166666667","'dju'"
"Sapuan","Bahnaric","Austro-Asiatic","Mon-Khmer","15.1666666667","106.833333333","'spu'"
"Andi","Avar-Andic-Tsezic","Nakh-Daghestanian","Daghestanian","42.75","46.25","'ani'"
"Anywa","Nilotic","Nilo-Saharan","Eastern Sudanic","8","33.5","'anu'"
"Gnna Kne","Puelche","Chon","__","-41","-67","'pue'"
"Wich","Matacoan","Matacoan","__","-22.5","-62.5833333333","'mzh'"
"Iwaidja","Iwaidjan","Australian","__","-11.5","132.666666667","'ibd'"
"Iwam","Upper Sepik","Sepik","__","-4.33333333333","142","'iwm'"
"Uyghur","Turkic","Altaic","__","40","80","'uig'"
"Akhvakh","Avar-Andic-Tsezic","Nakh-Daghestanian","Daghestanian","42.3333333333","46.3333333333","'akv'"
"Martuthunira","Pama-Nyungan","Australian","__","-20.8333333333","116.5","'vma'"
"Maru","Burmese-Lolo","Sino-Tibetan","Tibeto-Burman","23.5","98.5","'mhx'"
"Muruwari","Pama-Nyungan","Australian","__","-28.75","147","'zmu'"
"Marquesan","Oceanic","Austronesian","Eastern Malayo-Polynesian","-8.91666666667","-140.083333333","'mqm'"
"Maringarr","Western Daly","Australian","Daly","-14.25","130","'zmt'"
"Mairasi","Mairasi-Tanahmerah","Trans-New Guinea","__","-3.5","134","'zrs'"
"Murle","Surmic","Nilo-Saharan","Eastern Sudanic","6.5","33.5","'mur'"
"Maranao","Southern Philippines","Austronesian","__","7.83333333333","124.25","'mrw'"
"Moro","Heiban","Niger-Congo","Kordofanian","11","30.1666666667","'mor'"
"Marrithiyel","Western Daly","Australian","Daly","-13.8333333333","130","'mfr'"
"Moraori","Morehead and Upper Maro Rivers","Morehead and Upper Maro Rivers","__","-8.58333333333","140.666666667","'mok'"
"Mojave","Yuman","Hokan","__","34.6666666667","-114.583333333","'mov'"
"Murik","Lower Sepik","Lower Sepik-Ramu","__","-3.83333333333","144.25","'mtf'"
"Marind","Marind Proper","Marind","__","-7.83333333333","140.166666667","'mrz'"
"Margi","Biu-Mandara","Afro-Asiatic","Chadic","11","13","'mrt'"
"Mara","Maran","Australian","__","-15","135.166666667","'mec'"
"Marchha","Bodic","Sino-Tibetan","Tibeto-Burman","30.25","79.5833333333","'rnp'"
"Ngarla","Pama-Nyungan","Australian","__","-20","119","'nlr'"
"Ngarluma","Pama-Nyungan","Australian","__","-20.8333333333","117.5","'nrl'"
"Nyamal","Pama-Nyungan","Australian","__","-21","119","'nly'"
"Takelma","Takelma","Takelma","__","42.5","-123","'tkm'"
"Turkmen","Turkic","Altaic","__","40","58","'tuk'"
"Tuki","Bantoid","Niger-Congo","Benue-Congo","4.58333333333","11.5","'bag'"
"Teke (Southern)","Bantoid","Niger-Congo","Benue-Congo","-2.33333333333","14.5","'kkw'"
"German","Germanic","Indo-European","__","52","10","'deu'"
"Kxoe","Central Khoisan","Khoisan","__","-17.5","22.5","'xuu'"
"Dyula","Western Mande","Niger-Congo","Mande","9.83333333333","-4.66666666667","'dyu'"
"Salish (Samish Straits)","Central Salish","Salishan","__","48.5833333333","-122.583333333","'str'"
"Nepali","Indic","Indo-European","__","28","85","'nep'"
"Dyimini","Gur","Niger-Congo","__","8.41666666667","-4.41666666667","'dyi'"
"Dyirbal","Pama-Nyungan","Australian","__","-17.8333333333","145.583333333","'dbl'"
"Georgian","Kartvelian","Kartvelian","__","42","44","'kat'"
"Gela","Oceanic","Austronesian","Eastern Malayo-Polynesian","-9.08333333333","160.25","'nlg'"
"Momu","Fas","Kwomtari-Baibai","__","-3","141.583333333","'fqs'"
"Lonwolwol","Oceanic","Austronesian","Eastern Malayo-Polynesian","-16.2166666667","168","'crc'"
"Lamnso'","Bantoid","Niger-Congo","Benue-Congo","6.16666666667","10.75","'lns'"
"Rembarnga","Rembarnga","Australian","Gunwinyguan","-12.8333333333","134.583333333","'rmb'"
"Romansch","Romance","Indo-European","__","46.6666666667","9.16666666667","'roh'"
"Ladino","Romance","Indo-European","__","40","33","'lad'"
"Linngithig","Pama-Nyungan","Australian","__","-12.5","142.83","'lnj'"
"Linda","Ubangi","Niger-Congo","Adamawa-Ubangi","6.5","20.75","'liy'"
"Lengua","Mascoian","Mascoian","__","-22.5","-59","'leg'"
"Matukar","Oceanic","Austronesian","Eastern Malayo-Polynesian","-4.91666666667","145.75","'mjk'"
"Yukaghir (Tundra)","Yukaghir","Yukaghir","__","69","155","'ykg'"
"Paite","Kuki-Chin","Sino-Tibetan","Tibeto-Burman","24","93.1666666667","'pck'"
"Kariera","Pama-Nyungan","Australian","__","-20.5","118.5","'vka'"
"Yurt Tatar","Turkic","Altaic","__","46.3333333333","48.5","'nog'"
"Tuyuca","Tucanoan","Tucanoan","__","0.5","-70.0833333333","'tue'"
"Tupi","Tupi-Guaran","Tupian","__","-6","-36","'_90'"
"Turkish","Turkic","Altaic","__","39","35","'tur'"
"Tuscarora","Northern Iroquoian","Iroquoian","__","36","-77.5","'tus'"
"Tutchone (Northern)","Athapaskan","Na-Dene","__","63","-137","'ttm'"
"Tuvan","Turkic","Altaic","__","52","95","'tyv'"
"Trk Isaret Dili","Sign Languages","other","__","39","34","'tsm'"
"Tukang Besi","Sulawesi","Austronesian","__","-5.5","123.5","'bhq'"
"Tulu","Southern Dravidian","Dravidian","__","12.75","75.3333333333","'tcy'"
"Tumleo","Oceanic","Austronesian","Eastern Malayo-Polynesian","-3.08333333333","142.416666667","'tmq'"
"Tunica","Tunica","Tunica","__","32.6666666667","-91","'tun'"
"Tuamotuan","Oceanic","Austronesian","Eastern Malayo-Polynesian","-17","-144","'pmt'"
"Tubar","Tubar","Uto-Aztecan","__","27","-108","'tbu'"
"Tucano","Tucanoan","Tucanoan","__","0.5","-69.1666666667","'tuo'"
"Tuareg (Ahaggar)","Berber","Afro-Asiatic","__","23","6","'thv'"
"German (Westphalian)","Germanic","Indo-European","__","52","7.5","'wep'"
"Gwari","Nupoid","Niger-Congo","Benue-Congo","9.5","7","'gbr'"
"Koreguaje","Tucanoan","Tucanoan","__","1","-75.5","'coe'"
"Gworok","Platoid","Niger-Congo","Benue-Congo","9.91666666667","8.16666666667","'kcg'"
"Kurmanji","Iranian","Indo-European","__","38","42","'kmr'"
"Kunjen","Pama-Nyungan","Australian","__","-16.5","142.5","'kjn'"
"Konjo","Sulawesi","Austronesian","__","-5.46666666667","120.333333333","'kjc'"
"Koyra","North Omotic","Afro-Asiatic","Omotic","5.83333333333","37.8333333333","'kqy'"
"Powhatan","Algonquian","Algic","__","37.3333333333","-76.5","'pim'"
"Potawatomi","Algonquian","Algic","__","44.5","-85","'pot'"
"Huave (San Mateo del Mar)","Huavean","Huavean","__","16.2166666667","-95","'huv'"
"Popoloca (Metzontla)","Popolocan","Oto-Manguean","__","18.1666666667","-97.5","'pbe'"
"Kewa","Engan","Trans-New Guinea","__","-6.5","143.833333333","'kew'"
"Polish","Slavic","Indo-European","__","52","20","'pol'"
"Poko-Rawo","Serra Hills","Skou","__","-2.83333333333","141.583333333","'rwa'"
"Pohnpeian","Oceanic","Austronesian","Eastern Malayo-Polynesian","6.88333333333","158.25","'pon'"
"Pogoro","Bantoid","Niger-Congo","Benue-Congo","-8.75","36.5","'poy'"
"Podoko","Biu-Mandara","Afro-Asiatic","Chadic","11","14.0833333333","'pbi'"
"Pocomam Oriental","Mayan","Mayan","__","14.75","-89.75","'poa'"
"Po-Ai","Oceanic","Austronesian","Eastern Malayo-Polynesian","-20.6666666667","164.833333333","'fwa'"
"Zaparo","Zaparoan","Zaparoan","__","-2","-76.3333333333","'zro'"
"Jomang","Talodi Proper","Niger-Congo","Kordofanian","10.5833333333","30.5","'tlo'"
"Zapotec (Ixtlan)","Zapotecan","Oto-Manguean","__","17.25","-96.5","'zpd'"
"Nengone","Oceanic","Austronesian","Eastern Malayo-Polynesian","-21.5","168","'nen'"
"Chiquitano","Chiquito","Chiquito","__","-17.5","-60","'cax'"
"Bimoba","Gur","Niger-Congo","__","10.5","0","'bim'"
"Berber (Middle Atlas)","Berber","Afro-Asiatic","__","33","-5","'tzm'"
"Yazva","Finnic","Uralic","Finno-Ugric","65","55","'kpv'"
"Qiang","Qiangic","Sino-Tibetan","Tibeto-Burman","32","102.666666667","'cng'"
"Bamun","Bantoid","Niger-Congo","Benue-Congo","5.5","10.9166666667","'bax'"
"Burum","Finisterre-Huon","Trans-New Guinea","__","-6.5","147.333333333","'bmu'"
"Berber (Mzab)","Berber","Afro-Asiatic","__","32.5","3.5","'mzb'"
"Eipo","Mek","Trans-New Guinea","__","-4.33333333333","140.083333333","'eip'"
"Hdi","Biu-Mandara","Afro-Asiatic","Chadic","11.8666666667","13.7166666667","'xed'"
"Martinique Creole","Creoles and Pidgins","other","__","14.6666666667","-61","'gcf'"
"Ivatan","Northern Philippines","Austronesian","__","20.5","122","'ivv'"
"Momuna","Momuna","Trans-New Guinea","__","-4.83333333333","139.25","'mqf'"
"Ivatan (Southern)","Northern Philippines","Austronesian","__","20.3333333333","121.833333333","'ivv'"
"Oku","Bantoid","Niger-Congo","Benue-Congo","6.25","10.5","'oku'"
"Romani (Welsh)","Indic","Indo-European","__","52","-4","'rmw'"
"Papiamentu","Creoles and Pidgins","other","__","12.25","-69","'pap'"
"Pri","Nilotic","Nilo-Saharan","Eastern Sudanic","5","32.5","'lkr'"
"Patep","Oceanic","Austronesian","Eastern Malayo-Polynesian","-6.91666666667","146.583333333","'ptp'"
"Paumar","Arauan","Arauan","__","-6","-64","'pad'"
"Pawaian","Pawaian","Teberan-Pawaian","__","-7","145.083333333","'pwa'"
"Pa'a","West Chadic","Afro-Asiatic","Chadic","11","9.25","'pqa'"
"Pacoh","Katuic","Austro-Asiatic","Mon-Khmer","16.4166666667","107.083333333","'pac'"
"Padoe","Sulawesi","Austronesian","__","-2.33333333333","121.333333333","'pdo'"
"Pez","Pezan","Pezan","__","2.66666666667","-76","'pbb'"
"Pagu","North Halmaheran","West Papuan","__","1.25","127.75","'pgu'"
"Paiwan","Paiwanic","Austronesian","__","22.5","120.833333333","'pwn'"
"Pakanha","Pama-Nyungan","Australian","__","-14.5","142.416666667","'pkn'"
"Palauan","Palauan","Austronesian","__","7.5","134.583333333","'pau'"
"Pame","Pamean","Oto-Manguean","__","22","-99.5","'pbs'"
"Panjabi","Indic","Indo-European","__","31","74","'pan'"
"Seediq","Atayalic","Austronesian","__","24.1666666667","121.416666667","'trv'"
"Gorontalo","Sulawesi","Austronesian","__","0.5","122","'gor'"
"Wapishana","Arawakan","Arawakan","__","2.66666666667","-60","'wap'"
"Otom (Ixtenco)","Otomian","Oto-Manguean","__","19.0833333333","-97.9166666667","'otz'"
"Nafaanra","Gur","Niger-Congo","__","8","-2.58333333333","'nfr'"
"Oirat","Mongolic","Altaic","__","37.5","93","'xal'"
"Nagatman","Yale","Yale","__","-3.75","141.5","'nce'"
"German (Ripuarian)","Germanic","Indo-European","__","51","7","'ksh'"
"Choctaw","Muskogean","Muskogean","__","32.25","-88.5","'cho'"
"Cocopa","Yuman","Hokan","__","32.3333333333","-115","'coc'"
"Chinantec (Comaltepec)","Chinantecan","Oto-Manguean","__","17.5833333333","-96.4166666667","'cco'"
"Chasta Costa","Athapaskan","Na-Dene","__","42.6666666667","-124","'__8'"
"Chocho","Popolocan","Oto-Manguean","__","17.6666666667","-97.4166666667","'coz'"
"Chickasaw","Muskogean","Muskogean","__","34","-88","'cic'"
"Gidar","Biu-Mandara","Afro-Asiatic","Chadic","10","14","'gid'"
"Gadsup","Eastern Highlands","Trans-New Guinea","__","-6.25","146","'gaj'"
"Gutob","Munda","Austro-Asiatic","__","19","83.6666666667","'gbj'"
"Guduf","Biu-Mandara","Afro-Asiatic","Chadic","11.2333333333","13.8","'gdf'"
"Godi","Kru","Niger-Congo","__","5.41666666667","-5.83333333333","'god'"
"Gadaba (Kondekor)","Central Dravidian","Dravidian","__","18.75","83.5","'gdb'"
"Guadeloupe Creole","Creoles and Pidgins","other","__","16.25","-61.5","'gcf'"
"Nara (in Ethiopia)","Nara","Nilo-Saharan","Eastern Sudanic","15.0833333333","37.5833333333","'nrb'"
"Nasioi","East Bougainville","East Bougainville","__","-6.33333333333","155.583333333","'nas'"
"Navajo","Athapaskan","Na-Dene","__","36.1666666667","-108","'nav'"
"Amis","Paiwanic","Austronesian","__","23.3333333333","121.333333333","'ami'"
"Amharic","Semitic","Afro-Asiatic","__","10","38","'amh'"
"Amarakaeri","Harakmbet","Harakmbet","__","-12.5","-70.5","'amr'"
"Ama","Left May","Left May","__","-4.21666666667","141.616666667","'amm'"
"Ambae (Lolovoli Northeast)","Oceanic","Austronesian","Eastern Malayo-Polynesian","-15.4166666667","167.883333333","'omb'"
"Amo","Kainji","Niger-Congo","Benue-Congo","10.3333333333","8.66666666667","'amo'"
"Amanab","Border","Border","__","-3.58333333333","141.25","'amn'"
"Amara","Oceanic","Austronesian","Eastern Malayo-Polynesian","-5.66666666667","148.5","'aie'"
"Mor","South Halmahera - West New Guinea","Austronesian","Eastern Malayo-Polynesian","-2.95","135.75","'mhz'"
"Amahuaca","Panoan","Panoan","__","-10.5","-72.5","'amc'"
"Ambulas","Middle Sepik","Sepik","__","-3.83333333333","143","'abt'"
"Amele","Madang","Trans-New Guinea","__","-5.25","145.583333333","'aey'"
"Amdo","Bodic","Sino-Tibetan","Tibeto-Burman","35","100","'adx'"
"Moru","Moru-Ma'di","Nilo-Saharan","Central Sudanic","4.75","29.75","'mgd'"
